URPR11  ;118.0;03/09/2020;
VCJR11  ;101.49;03/09/2020;
VGIP11  ;99.0;03/09/2020;
VGIR11  ;81.71;03/09/2020;
VIFI11  ;97.69;03/09/2020;
VILG11  ;125.76;03/09/2020;
VINO11  ;57.87;03/09/2020;
VISC11  ;108.44;03/09/2020;
VLOL11  ;103.25;03/09/2020;
VOTS11  ;82.0;03/09/2020;
VRTA11  ;104.8;03/09/2020;
VSEC11  ;76.49;03/09/2020;
VSHO11  ;88.07;03/09/2020;
VTLT11  ;114.98;03/09/2020;
VVPR11  ;101.97;03/09/2020;
WPLZ11  ;77.01;03/09/2020;
